,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,ice/cice_in.nml -> setup_nml -> istep0,ice/cice_in.nml -> setup_nml -> use_restart_time
,193,1968-01-01T00:00:00,1969-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output193,64.298,,,Ryan Holmes,2020-11-27T09:23:08,13843870,0,[],normal,7180.48,1.9683333333333333,7165.765901639344,1.964299863387978,0.0038888888888890527,87379.36225352112,12.194001793099458,1361.9199999999255,1824,1455,361,0.104,745.189487,4546.06,787.19,"[48, 40]",roundrobin,30,27,1350,80,1,508dce699103bc0bc69420c0b253282aa789ed82,2020-11-27 07:25:16 +1100,manifests/restart.yaml,['2020-11-27 07:25:15: Run 193'],430776,True
,194,1969-01-01T00:00:00,1970-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output194,64.263,,,Ryan Holmes,2020-11-27T11:27:28,13844343,0,[],normal,7220.0,1.9791666666666667,7224.945205479452,1.9805222602739727,0.09305555555555567,83620.37533512063,11.573842147854952,1331.2000000001863,1824,1455,361,0.109,784.51649,4532.13,815.17,"[48, 40]",roundrobin,30,27,1350,80,1,f866a92fdb1ca96a7a2f7c2caf8c4a6c8b367e57,2020-11-27 09:28:52 +1100,manifests/restart.yaml,['2020-11-27 09:28:52: Run 194'],433008,True
,195,1970-01-01T00:00:00,1971-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output195,64.237,,,Ryan Holmes,2020-11-27T13:26:10,13848202,0,[],normal,7202.77,1.9744444444444444,7207.703404109589,1.975796803652968,0.0038888888888888307,87379.85509688291,12.123120250350738,1341.4400000004098,1824,1455,361,0.107,769.268505,4544.05,806.13,"[48, 40]",roundrobin,30,27,1350,80,1,311508f371e8c302e3c5b4aad4f9cbda450955c7,2020-11-27 11:27:52 +1100,manifests/restart.yaml,['2020-11-27 11:27:52: Run 195'],435240,True
,196,1971-01-01T00:00:00,1972-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output196,64.204,,,Ryan Holmes,2020-11-27T15:24:59,13853972,0,[],normal,7195.68,1.9725,7200.608547945206,1.9738510273972603,0.007777777777777883,87208.1290503577,12.111216499228213,1341.4400000004098,1824,1455,361,0.106,764.677935,4539.32,809.29,"[48, 40]",roundrobin,30,27,1350,80,1,e8675676aea8242d95fa304c3f41421ff231f4e9,2020-11-27 13:26:49 +1100,manifests/restart.yaml,['2020-11-27 13:26:49: Run 196'],437472,True
,197,1972-01-01T00:00:00,1973-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output197,64.273,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/restart197,4.841,Ryan Holmes,2020-11-27T17:24:22,13859485,0,[],normal,7223.04,1.98,7208.2386885245905,1.9759426229508197,0.009722222222222188,87124.20159151194,12.08675313849032,1361.9199999999255,1824,1455,361,0.107,771.612603,4548.11,814.39,"[48, 40]",roundrobin,30,27,1350,80,1,06b63be5ffa97a31e2fa27fffb05f4de49404795,2020-11-27 15:25:45 +1100,manifests/restart.yaml,['2020-11-27 15:25:45: Run 197'],439704,True
,198,1973-01-01T00:00:00,1974-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output198,64.248,,,Ryan Holmes,2020-11-27T19:23:54,13864143,0,[],normal,7246.35,1.986388888888889,7251.313253424658,1.9877494292237443,0.005833333333333135,87295.68321249304,12.038603238008637,1382.4000000003725,1824,1455,361,0.11,795.638025,4521.27,837.47,"[48, 40]",roundrobin,30,27,1350,80,1,08961d897e9ca0e1328c1f91eedf7a372ffd4dfd,2020-11-27 17:25:04 +1100,manifests/restart.yaml,['2020-11-27 17:25:04: Run 198'],441936,True
,199,1974-01-01T00:00:00,1975-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output199,64.222,,,Ryan Holmes,2020-11-27T21:27:34,13868438,0,[],normal,7226.08,1.9808333333333332,7231.029369863014,1.9821900684931506,0.08027777777777767,84141.95579514826,11.636234827897297,1372.160000000149,1824,1455,361,0.108,778.999852,4553.92,821.55,"[48, 40]",roundrobin,30,27,1350,80,1,e60f15e5a4002a427418773a3f233a192d96f5a8,2020-11-27 19:29:02 +1100,manifests/restart.yaml,['2020-11-27 19:29:02: Run 199'],444168,True
,200,1975-01-01T00:00:00,1976-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output200,64.213,,,Ryan Holmes,2020-11-27T23:26:46,13872121,0,[],normal,7199.73,1.9736111111111112,7204.661321917808,1.974962899543379,0.013055555555555376,86976.60402684563,12.07226823587779,1361.9199999999255,1824,1455,361,0.107,767.319891,4525.18,809.94,"[48, 40]",roundrobin,30,27,1350,80,1,6c3bf5bc32842a4007597ba03070ec47df78c7cd,2020-11-27 21:28:38 +1100,manifests/restart.yaml,['2020-11-27 21:28:38: Run 200'],446400,True
,201,1976-01-01T00:00:00,1977-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output201,64.252,,,Ryan Holmes,2020-11-28T01:26:09,13873150,0,[],normal,7225.07,1.9805555555555556,7210.2645286885245,1.9764970400728599,0.009166666666666545,87148.68742147145,12.08675313849032,1351.679999999702,1824,1455,361,0.106,766.192843,4551.64,793.15,"[48, 40]",roundrobin,30,27,1350,80,1,896f0e34a978178f37a7463104a8eff8cf0255ec,2020-11-27 23:27:27 +1100,manifests/restart.yaml,['2020-11-27 23:27:27: Run 201'],448632,True
,202,1977-01-01T00:00:00,1978-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output202,64.139,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/restart202,4.846,Ryan Holmes,2020-11-28T03:24:39,13874317,0,[],normal,7186.56,1.97,7191.482301369863,1.971349315068493,0.0050000000000001155,87330.34936708861,12.143581212798583,1341.4400000004098,1824,1455,361,0.106,757.89587,4544.59,800.06,"[48, 40]",roundrobin,30,27,1350,80,1,2ecb64634b7efbf50012c7166d62c800f597c511,2020-11-28 01:26:35 +1100,manifests/restart.yaml,['2020-11-28 01:26:35: Run 202'],450864,True
,203,1978-01-01T00:00:00,1979-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output203,64.126,,,Ryan Holmes,2020-11-28T05:22:37,13874800,0,[],normal,7160.21,1.9627777777777777,7165.114253424657,1.9641221461187215,0.0033333333333334103,87403.52415936705,12.198482964537714,1392.6399999996647,1824,1455,361,0.104,738.539029,4533.81,781.65,"[48, 40]",roundrobin,30,27,1350,80,1,c0cfb04b81fa51e3b587d3434da2662ae00c9ebf,2020-11-28 03:25:08 +1100,manifests/restart.yaml,['2020-11-28 03:25:08: Run 203'],453096,True
,204,1979-01-01T00:00:00,1980-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output204,64.091,,,Ryan Holmes,2020-11-28T07:21:22,13875789,0,[],normal,7149.07,1.9597222222222221,7153.966623287671,1.961064497716895,0.019444444444444597,86691.88042105263,12.11801577866638,1331.2000000001863,1824,1455,361,0.104,737.982559,4528.94,782.62,"[48, 40]",roundrobin,30,27,1350,80,1,ff9122edd39cc5c35ee23e561302fdb91493ed56,2020-11-28 05:23:55 +1100,manifests/restart.yaml,['2020-11-28 05:23:55: Run 204'],455328,True
,205,1980-01-01T00:00:00,1981-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output205,64.118,,,Ryan Holmes,2020-11-28T09:20:15,13876484,0,[],normal,7164.27,1.9638888888888888,7149.589118852459,1.9598645264116574,0.01750000000000007,86778.76461516894,12.137587653302418,1341.4400000004098,1824,1455,361,0.103,734.164603,4542.18,777.76,"[48, 40]",roundrobin,30,27,1350,80,1,f95e8f087af5b5cb4206b06dcd7a57fba2da8bd2,2020-11-28 07:22:25 +1100,manifests/restart.yaml,['2020-11-28 07:22:25: Run 205'],457560,True
,206,1981-01-01T00:00:00,1982-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output206,64.131,,,Ryan Holmes,2020-11-28T11:19:13,13877058,0,[],normal,7156.16,1.9616666666666667,7161.061479452054,1.9630102739726027,0.02111111111111108,86619.81283272625,12.095945982487804,1351.679999999702,1824,1455,361,0.105,746.158173,4527.18,782.87,"[48, 40]",roundrobin,30,27,1350,80,1,3c149a54ffaeb651c7d89f2e001f72dc8bfc19e4,2020-11-28 09:21:41 +1100,manifests/restart.yaml,['2020-11-28 09:21:41: Run 206'],459792,True
,207,1982-01-01T00:00:00,1983-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output207,64.112,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/restart207,4.847,Ryan Holmes,2020-11-28T13:17:32,13877689,0,[],normal,7137.92,1.9566666666666668,7142.80898630137,1.9580068493150686,0.015277777777777724,86873.68474433018,12.162397862092963,1341.4400000004098,1824,1455,361,0.103,730.325199,4534.11,773.44,"[48, 40]",roundrobin,30,27,1350,80,1,40dd8eef7871d476221a88ca386043dcb33ead94,2020-11-28 11:20:15 +1100,manifests/restart.yaml,['2020-11-28 11:20:15: Run 207'],462024,True
,208,1983-01-01T00:00:00,1984-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output208,64.036,,,Ryan Holmes,2020-11-28T15:17:50,13878434,0,[],normal,7233.17,1.9827777777777778,7238.1242260273975,1.9841358447488584,0.022222222222222143,86581.58603491273,11.961881743280404,1341.4400000004098,1824,1455,361,0.103,734.22372,4538.78,778.44,"[48, 40]",roundrobin,30,27,1350,80,1,f8bffc1e3880603c9bd98ed5019a7e24c28dbda1,2020-11-28 13:18:29 +1100,manifests/restart.yaml,['2020-11-28 13:18:29: Run 208'],464256,True
,209,1984-01-01T00:00:00,1985-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output209,64.18,,,Ryan Holmes,2020-11-28T17:16:13,13880109,0,[],normal,7189.6,1.9708333333333334,7174.867213114755,1.9667947404371586,0.0022222222222221255,87453.39152470787,12.188851574124476,1361.9199999999255,1824,1455,361,0.104,746.262171,4534.13,789.08,"[48, 40]",roundrobin,30,27,1350,80,1,52d4493c0548969dad6a31c71bd5a9114c736cd8,2020-11-28 15:18:22 +1100,manifests/restart.yaml,['2020-11-28 15:18:22: Run 209'],466488,True
,210,1985-01-01T00:00:00,1986-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output210,64.047,,,Ryan Holmes,2020-11-28T19:14:12,13880914,0,[],normal,7155.15,1.9613888888888888,7160.050787671233,1.962732305936073,0.0050000000000001155,87329.4194095211,12.196759771577618,1320.9599999999627,1824,1455,361,0.104,743.923353,4522.5,786.51,"[48, 40]",roundrobin,30,27,1350,80,1,509a9a3828c9c8ec25c96f2c82a12aea6e874a30,2020-11-28 17:16:40 +1100,manifests/restart.yaml,['2020-11-28 17:16:40: Run 210'],468720,True
,211,1986-01-01T00:00:00,1987-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output211,64.084,,,Ryan Holmes,2020-11-28T21:12:40,13882119,0,[],normal,7177.44,1.9675,7182.35605479452,1.9688476027397261,0.00694444444444442,87244.06527855937,12.146998089898418,1392.6399999996647,1824,1455,361,0.105,748.254916,4539.78,791.27,"[48, 40]",roundrobin,30,27,1350,80,1,1ea9e454dc2c00187715e18892e283f677ce1d1e,2020-11-28 19:14:53 +1100,manifests/restart.yaml,['2020-11-28 19:14:53: Run 211'],470952,True
,212,1987-01-01T00:00:00,1988-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output212,64.075,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/restart212,4.851,Ryan Holmes,2020-11-28T23:09:46,13885858,0,[],normal,7115.63,1.9505555555555556,7120.503719178082,1.9518915525114156,0.0011111111111110628,87502.19641332194,12.288764933532299,1392.6399999996647,1824,1455,361,0.099,699.551865,4529.87,743.35,"[48, 40]",roundrobin,30,27,1350,80,1,4adc489871e6a14d1d1553c26bcb144213e28c5b,2020-11-28 21:12:59 +1100,manifests/restart.yaml,['2020-11-28 21:12:59: Run 212'],473184,True
,213,1988-01-01T00:00:00,1989-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output213,64.217,,,Ryan Holmes,2020-11-29T01:08:38,13886311,0,[],normal,7199.73,1.9736111111111112,7184.976454918033,1.9695668260473589,0.00749999999999984,87220.50925406619,12.139289502384486,1382.4000000003725,1824,1455,361,0.106,760.40898,4554.96,804.7,"[48, 40]",roundrobin,30,27,1350,80,1,34b6e27db43a4fe8cb8e3be8e133e67bfe88a4ca,2020-11-28 23:10:29 +1100,manifests/restart.yaml,['2020-11-28 23:10:29: Run 213'],475416,True
,214,1989-01-01T00:00:00,1990-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output214,64.044,,,Ryan Holmes,2020-11-29T03:07:04,13886804,0,[],normal,7178.45,1.9677777777777778,7183.366746575342,1.9691255707762558,0.006111111111110956,87280.90064734028,12.150416890374043,1331.2000000001863,1824,1455,361,0.106,755.88429,4544.13,800.13,"[48, 40]",roundrobin,30,27,1350,80,1,34bf982afbc6dafd824569761d42d7866d138ca3,2020-11-29 01:09:10 +1100,manifests/restart.yaml,['2020-11-29 01:09:10: Run 214'],477648,True
,215,1990-01-01T00:00:00,1991-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output215,64.026,,,Ryan Holmes,2020-11-29T05:05:20,13887267,0,[],normal,7173.39,1.966388888888889,7178.303280821918,1.9677357305936074,0.004722222222222072,87342.2908680947,12.167539800309747,1341.4400000004098,1824,1455,361,0.105,754.644616,4548.27,800.07,"[48, 40]",roundrobin,30,27,1350,80,1,4928bba1643abe25fc1710bbfcd405b0d53b620d,2020-11-29 03:07:32 +1100,manifests/restart.yaml,['2020-11-29 03:07:32: Run 215'],479880,True
,216,1991-01-01T00:00:00,1992-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output216,64.056,,,Ryan Holmes,2020-11-29T07:03:38,13887501,0,[],normal,7172.37,1.9661111111111111,7177.28258219178,1.9674577625570777,0.005555555555555536,87305.26458157228,12.164111358551416,1320.9599999999627,1824,1455,361,0.106,756.126629,4542.29,800.05,"[48, 40]",roundrobin,30,27,1350,80,1,282b475e420fcd7319ab7d517ef9b6830ca92ba3,2020-11-29 05:05:45 +1100,manifests/restart.yaml,['2020-11-29 05:05:45: Run 216'],482112,True
,217,1992-01-01T00:00:00,1993-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle4,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/output217,64.1,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle4/restart217,4.849,Ryan Holmes,2020-11-29T09:02:11,13888212,0,[],normal,7191.63,1.9713888888888889,7176.893053278689,1.9673491575591986,0.004444444444444473,87355.10080134965,12.171715553353883,1341.4400000004098,1824,1455,361,0.105,752.451236,4559.08,796.53,"[48, 40]",roundrobin,30,27,1350,80,1,85376e3b5999f2986a2c61efb88680ddba9cf102,2020-11-29 07:03:59 +1100,manifests/restart.yaml,['2020-11-29 07:03:59: Run 217'],484344,True
