,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,accessom2.nml -> accessom2_nml -> ice_ocean_timestep,ice/cice_in.nml -> setup_nml -> istep0,ice/cice_in.nml -> setup_nml -> use_restart_time
,315,1968-01-01T00:00:00,1969-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output315,89.996,,,Ryan Holmes,2021-04-20T15:58:54,21210972,0,[],normal,7372.0,2.0208333333333335,7356.893442622951,2.0166922814207653,0.022777777777777786,86576.15876036427,11.76803217765477,1372.160000000149,1824,1455,361,0.109,801.322196,4636.58,815.47,"[48, 40]",roundrobin,30,27,1350,80,1,3387e7ca60a5af5dc81304fa4c79a2d431e928a8,2021-04-20 13:57:52 +1000,manifests/restart.yaml,['2021-04-20 13:57:52: Run 315'],1350,703080,True
,316,1969-01-01T00:00:00,1970-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output316,89.95,,,Ryan Holmes,2021-04-20T17:59:11,21217086,0,[],normal,7278.77,1.9952777777777777,7283.75545890411,1.996644406392694,0.009444444444444366,87139.49397256479,11.963539202299842,1372.160000000149,1824,1455,361,0.106,771.236002,4612.49,814.92,"[48, 40]",roundrobin,30,27,1350,80,1,4c76c816a81211c774b89d55036dd5467d015d35,2021-04-20 15:59:39 +1000,manifests/restart.yaml,['2021-04-20 15:59:38: Run 316'],1350,705312,True
,317,1970-01-01T00:00:00,1971-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output317,89.948,,,Ryan Holmes,2021-04-20T19:59:54,21223759,0,[],normal,7325.39,2.0080555555555555,7330.407390410959,2.009430936073059,0.0038888888888890527,87382.81043766395,11.920594011182928,1402.8799999998882,1824,1455,361,0.103,754.104546,4610.42,788.42,"[48, 40]",roundrobin,30,27,1350,80,1,d57c761c65c614dc9e7438ec37141dde18a818cd,2021-04-20 17:59:46 +1000,manifests/restart.yaml,['2021-04-20 17:59:46: Run 317'],1350,707544,True
,318,1971-01-01T00:00:00,1972-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output318,89.906,,,Ryan Holmes,2021-04-20T22:03:27,21229661,0,[],normal,7433.81,2.037777777777778,7438.901650684932,2.0391735159817355,0.02138888888888868,86642.54471873736,11.647222773910421,1361.9199999999255,1824,1455,361,0.1,743.030713,4616.24,782.01,"[48, 40]",roundrobin,30,27,1350,80,1,d070c8949d44a3c376f8696d2fd74ee6a3658124,2021-04-20 20:01:23 +1000,manifests/restart.yaml,['2021-04-20 20:01:23: Run 318'],1350,709776,True
,319,1972-01-01T00:00:00,1973-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output319,89.972,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/restart319,4.854,Ryan Holmes,2021-04-21T00:04:26,21234562,0,[],normal,7285.87,1.9972222222222222,7270.939938524591,1.993129553734062,0.019166666666666554,86719.81925885109,11.926906286128414,1402.8799999998882,1824,1455,361,0.1,725.638247,4620.47,769.73,"[48, 40]",roundrobin,30,27,1350,80,1,e3946ec9aa1b7ede717c2b9234a00b2b7f0e7698,2021-04-20 22:05:00 +1000,manifests/restart.yaml,['2021-04-20 22:05:00: Run 319'],1350,712008,True
,321,1974-01-01T00:00:00,1975-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output321,89.963,,,Ryan Holmes,2021-04-21T04:04:08,21242151,1,[21238909],normal,7262.56,1.9908333333333332,7267.534356164384,1.992196917808219,2.004166666666667,43629.897371714644,6.0033974706576245,1392.6399999996647,1824,1455,361,0.104,749.093356,4582.05,791.38,"[48, 40]",roundrobin,30,27,1350,80,1,3db7e077c0d797fd5f9646bec543b2cd9b94d3d2,2021-04-21 02:04:53 +1000,manifests/restart.yaml,"['2021-04-21 00:04:52: Run 320', '2021-04-21 02:04:53: Run 321']",1350,716472,True
,323,1976-01-01T00:00:00,1977-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output323,89.963,,,Ryan Holmes,2021-04-21T08:03:42,21245541,1,[21244103],normal,7289.92,1.9983333333333333,7274.9816393442625,1.994238387978142,1.9944444444444447,43818.636983442324,6.023195542716444,1392.6399999996647,1824,1455,361,0.104,751.167057,4621.29,794.1,"[48, 40]",roundrobin,30,27,1350,80,1,78032f49a0a94306d598e0a7e1e0ef1d2a9feb90,2021-04-21 06:04:11 +1000,manifests/restart.yaml,"['2021-04-21 04:04:28: Run 322', '2021-04-21 06:04:11: Run 323']",1350,720936,True
,326,1979-01-01T00:00:00,1980-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output326,89.817,,,Ryan Holmes,2021-04-21T14:17:54,21256177,2,"[21247343, 21249467]",normal,7358.83,2.0172222222222222,7363.870294520548,2.0186038812785387,4.219444444444444,28318.31961517905,3.8455755577675905,1402.8799999998882,1824,1455,361,0.102,748.318374,4695.04,788.74,"[48, 40]",roundrobin,30,27,1350,80,1,5ab57dc613903b81d3269cab20ece85734625148,2021-04-21 12:17:08 +1000,manifests/restart.yaml,"['2021-04-21 08:04:22: Run 324', '2021-04-21 10:16:11: Run 325', '2021-04-21 12:17:08: Run 326']",1350,727632,True
,327,1980-01-01T00:00:00,1981-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output327,89.802,,,Ryan Holmes,2021-04-21T19:10:53,21261149,0,[],normal,7307.15,2.0030555555555556,7292.176331967213,1.9989509335154827,2.8800000000000003,35914.315945161834,4.925047655213957,1402.8799999998882,1824,1455,361,0.104,756.033383,4592.73,794.95,"[48, 40]",roundrobin,30,27,1350,80,1,c1bbf85ae6274f62db84db6d290e98893b5636f9,2021-04-21 17:11:05 +1000,manifests/restart.yaml,['2021-04-21 17:11:05: Run 327'],1350,729864,True
,329,1982-01-01T00:00:00,1983-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output329,89.842,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/restart329,4.849,Ryan Holmes,2021-04-21T23:31:36,21281735,1,[21276846],normal,7335.52,2.0108333333333333,7340.544328767123,2.012210616438356,2.3344444444444443,40515.81717061945,5.519456780860318,1402.8799999998882,1824,1455,361,0.101,742.346326,4637.74,784.65,"[48, 40]",roundrobin,30,27,1350,80,1,349625a6792c4b3a9b60cf4d72d3283fb4a10027,2021-04-21 21:31:15 +1000,manifests/restart.yaml,"['2021-04-21 19:11:53: Run 328', '2021-04-21 21:31:15: Run 329']",1350,734328,True
,330,1983-01-01T00:00:00,1984-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output330,89.747,,,Ryan Holmes,2021-04-22T01:31:39,21286497,0,[],normal,7247.36,1.9866666666666666,7252.3239452054795,1.9880273972602738,0.014166666666666883,86932.09829237816,11.986791950992355,1402.8799999998882,1824,1455,361,0.102,742.080939,4579.15,783.01,"[48, 40]",roundrobin,30,27,1350,80,1,c5a43640dc5b915f5521bdfff3ebfafb8e866960,2021-04-21 23:32:51 +1000,manifests/restart.yaml,['2021-04-21 23:32:51: Run 330'],1350,736560,True
,331,1984-01-01T00:00:00,1985-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output331,89.868,,,Ryan Holmes,2021-04-22T04:48:20,21290265,0,[],normal,11781.01,3.2294444444444443,11756.868586065575,3.2228267304189435,0.04861111111111116,86253.64494534362,7.336447142700294,1402.8799999998882,1824,1455,361,0.101,738.713674,4635.32,778.99,"[48, 40]",roundrobin,30,27,1350,80,1,83920ab4c8a13bf556dbfee2d082177dcae9e3ca,2021-04-22 02:48:38 +1000,manifests/restart.yaml,['2021-04-22 02:48:38: Run 331'],1350,738792,True
,332,1985-01-01T00:00:00,1986-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output332,89.746,,,Ryan Holmes,2021-04-22T06:48:43,21295707,0,[],normal,7204.8,1.975,7209.734794520548,1.9763527397260274,0.03138888888888891,86182.2954451059,11.953601332271624,1351.679999999702,1824,1455,361,0.097,698.188037,4612.9,741.42,"[48, 40]",roundrobin,30,27,1350,80,1,363ade75b015656a65a7227c02176e0bf20f98bf,2021-04-22 04:50:25 +1000,manifests/restart.yaml,['2021-04-22 04:50:25: Run 332'],1350,741024,True
,333,1986-01-01T00:00:00,1987-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output333,89.812,,,Ryan Holmes,2021-04-22T08:50:43,21298095,0,[],normal,7261.55,1.9905555555555556,7266.5236643835615,1.9919189497716896,0.04277777777777758,85710.09836065574,11.795199784562561,1382.4000000003725,1824,1455,361,0.097,717.847132,4611.36,740.52,"[48, 40]",roundrobin,30,27,1350,80,1,d919ee68adf79dcc206144ba0148ec83641edea0,2021-04-22 06:51:30 +1000,manifests/restart.yaml,['2021-04-22 06:51:30: Run 333'],1350,743256,True
,334,1987-01-01T00:00:00,1988-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output334,90.567,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/restart334,4.853,Ryan Holmes,2021-04-22T10:54:12,21301424,0,[],normal,7329.44,2.0091666666666668,7334.460164383561,2.0105428082191783,0.04888888888888898,85472.21163449857,11.653510922256437,1392.6399999996647,1824,1455,361,0.104,761.91341,4612.49,803.35,"[48, 40]",roundrobin,30,27,1350,80,1,ce25e9d51925a1e8be561fdfcb63e87506a25767,2021-04-22 08:53:55 +1000,manifests/restart.yaml,['2021-04-22 08:53:54: Run 334'],1350,745488,True
,335,1988-01-01T00:00:00,1989-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output335,89.934,,,Ryan Holmes,2021-04-22T12:55:45,21305595,0,[],normal,7294.99,1.9997222222222222,7280.04125,1.9956244307832423,0.026111111111111196,86423.57548334019,11.87130299341919,1331.2000000001863,1824,1455,361,0.099,719.964325,4649.42,752.18,"[48, 40]",roundrobin,30,27,1350,80,1,2b3e030378af4c1a39f566ed886198c8cc6c1a0b,2021-04-22 10:55:57 +1000,manifests/restart.yaml,['2021-04-22 10:55:57: Run 335'],1350,747720,True
,338,1991-01-01T00:00:00,1992-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output338,89.784,,,Ryan Holmes,2021-04-22T21:01:25,21327434,2,"[21312115, 21322906]",normal,7210.88,1.9766666666666666,7215.818958904109,1.9780205479452053,6.117777777777778,21380.23445435827,2.962967138743924,1402.8799999998882,1824,1455,361,0.097,697.697189,4619.72,742.42,"[48, 40]",roundrobin,30,27,1350,80,1,bf8f055ea041b0ec7b1cd4fc8fda2d6495e60116,2021-04-22 19:03:06 +1000,manifests/restart.yaml,"['2021-04-22 14:53:49: Run 336', '2021-04-22 17:02:30: Run 337', '2021-04-22 19:03:05: Run 338']",1350,754416,True
,339,1992-01-01T00:00:00,1993-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output339,89.835,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/restart339,4.851,Ryan Holmes,2021-04-22T23:01:35,21333162,0,[],normal,7298.03,2.0005555555555556,7283.075020491803,1.9964560564663025,0.0022222222222221255,87454.89486823857,12.007962930791422,1402.8799999998882,1824,1455,361,0.102,743.256749,4631.79,786.81,"[48, 40]",roundrobin,30,27,1350,80,1,368b3abb326f027f8b0ebb471e9a84679642e492,2021-04-22 21:01:50 +1000,manifests/restart.yaml,['2021-04-22 21:01:50: Run 339'],1350,756648,True
,340,1993-01-01T00:00:00,1994-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output340,89.76,,,Ryan Holmes,2021-04-24T13:10:40,21446172,2,"[21339440, 21356493]",normal,7261.55,1.9905555555555556,7266.5236643835615,1.9919189497716896,36.160833333333336,4568.043394371838,0.628642196097404,1402.8799999998882,1824,1455,361,0.105,754.538994,4605.24,798.59,"[48, 40]",roundrobin,30,27,1350,80,1,475f9df46cc9e7ec77887550d4f48014364f59b6,2021-04-22 23:02:00 +1000,manifests/restart.yaml,['2021-04-22 23:02:00: Run 340'],1350,758880,True
,341,1994-01-01T00:00:00,1995-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output341,89.805,,,Ryan Holmes,2021-04-24T15:10:31,21452111,0,[],normal,7258.51,1.9897222222222222,7263.481582191781,1.9910850456621003,0.007777777777777883,87211.13391739674,12.006794941315249,1351.679999999702,1824,1455,361,0.105,757.510804,4615.28,803.56,"[48, 40]",roundrobin,30,27,1350,80,1,82af8f2318cba4677e021ef451236b8b4005f0fb,2021-04-24 13:11:17 +1000,manifests/restart.yaml,['2021-04-24 13:11:17: Run 341'],1350,761112,True
,342,1995-01-01T00:00:00,1996-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output342,89.771,,,Ryan Holmes,2021-04-24T17:09:51,21456887,0,[],normal,7248.37,1.9869444444444444,7253.334636986301,1.9883053652968037,0.0019444444444445264,87466.36424581005,12.058779668016474,1402.8799999998882,1824,1455,361,0.103,743.79321,4611.58,788.25,"[48, 40]",roundrobin,30,27,1350,80,1,631877791e6993122e72c1a2027eb95dafc49a21,2021-04-24 15:10:55 +1000,manifests/restart.yaml,['2021-04-24 15:10:55: Run 342'],1350,763344,True
,343,1996-01-01T00:00:00,1997-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output343,89.87,,,Ryan Holmes,2021-04-24T19:09:34,21461782,0,[],normal,7271.68,1.9933333333333334,7256.779016393443,1.9892486338797815,0.0019444444444443043,87466.67854656829,12.053099363915656,1372.160000000149,1824,1455,361,0.105,762.021492,4587.64,806.19,"[48, 40]",roundrobin,30,27,1350,80,1,93b96b9cde1951d7211cf1d502a5d6655ee6bb74,2021-04-24 17:10:09 +1000,manifests/restart.yaml,['2021-04-24 17:10:09: Run 343'],1350,765576,True
,345,1998-01-01T00:00:00,1999-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output345,89.859,,,Ryan Holmes,2021-04-24T23:08:02,21472133,1,[21466692],normal,7236.21,1.9836111111111112,7241.166308219178,1.9849697488584477,1.9908333333333332,43696.43164663125,6.03444663286259,1372.160000000149,1824,1455,361,0.104,749.268694,4607.59,793.87,"[48, 40]",roundrobin,30,27,1350,80,1,75befe7587f829513efb027f6210d1760f8d2e55,2021-04-24 21:09:12 +1000,manifests/restart.yaml,"['2021-04-24 19:09:57: Run 344', '2021-04-24 21:09:12: Run 345']",1350,770040,True
,346,1999-01-01T00:00:00,2000-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle6,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle6/output346,89.824,,,Ryan Holmes,2021-04-25T01:07:35,21476735,0,[],normal,7260.53,1.9902777777777778,7265.502965753424,1.99164098173516,0.0022222222222221255,87454.31367628607,12.03692491607388,1402.8799999998882,1824,1455,361,0.104,755.446066,4626.0,796.65,"[48, 40]",roundrobin,30,27,1350,80,1,a9114e335a4db6e6b8c379b3efc9dea8e04b0761,2021-04-24 23:08:24 +1000,manifests/restart.yaml,['2021-04-24 23:08:24: Run 346'],1350,772272,True
