,Run,Run start,Run end,"Run length (y, m, d, s)",Run length (days),Control directory,Output directory,Output GiB,Restart directory,Restart GiB,Run by,Run completion date,Job Id,Failed jobs,Failed jobids,Queue,Service Units,Walltime Used (hr),SU per model year,Walltime (hr) per model year,Wait (hr) between runs,SU per calendar day,Model years per calendar day,Memory Used (Gb),NCPUs Used,MOM NCPUs,CICE NCPUs,Fraction of MOM runtime in oasis_recv,Max MOM wait for oasis_recv (s),Max CICE wait for coupler (s),Max CICE I/O time (s),MOM tile layout,CICE tile distribution,CICE block_size_x,CICE block_size_y,Timestep (s),MOM barotropic split,CICE dynamic split (ndtd),Git hash of run,Commit date,Git-tracked file changes,Git log messages,ice/cice_in.nml -> setup_nml -> istep0,ice/cice_in.nml -> setup_nml -> restart,ice/cice_in.nml -> setup_nml -> runtype
,20,1978-01-01T00:00:00,1979-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle1,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle1/output020,64.188,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle1/restart020,4.85,Ryan Holmes,2020-11-05T14:26:07,13221349,0,[],normal,7226.08,1.9808333333333332,7231.029369863014,1.9821900684931506,0.001388888888889106,87490.65470852017,12.099336101877515,1392.6399999996647,1824,1455,361,0.105,753.794262,4546.43,796.31,"[48, 40]",roundrobin,30,27,1350,80,1,f8b9556b9aa39e316131496256c1387cfc4fd1d2,2020-11-05 12:27:36 +1100,manifests/restart.yaml,['2020-11-05 12:27:35: Run 20'],44640,True,continue
,21,1979-01-01T00:00:00,1980-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle1,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle1/output021,64.139,,,Ryan Holmes,2020-11-05T16:24:34,13232767,0,[],normal,7189.6,1.9708333333333334,7194.524383561644,1.9721832191780824,0.0033333333333331883,87404.17053609119,12.148707249612768,1331.2000000001863,1824,1455,361,0.104,746.467872,4531.07,789.12,"[48, 40]",roundrobin,30,27,1350,80,1,432a91ca108937e0451a84ba03dc6a1518cd5a1c,2020-11-05 14:26:31 +1100,manifests/restart.yaml,['2020-11-05 14:26:31: Run 21'],46872,True,continue
,22,1980-01-01T00:00:00,1981-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle1,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle1/output022,64.139,,,Ryan Holmes,2020-11-05T18:22:49,13243980,0,[],normal,7153.12,1.9608333333333334,7138.461967213115,1.9568152322404373,0.010000000000000009,87107.76152219874,12.202595169979727,1341.4400000004098,1824,1455,361,0.097,694.658115,4568.36,737.0,"[48, 40]",roundrobin,30,27,1350,80,1,c2e8360e0056e365cb422708a47c81b2ad07c53e,2020-11-05 16:25:21 +1100,manifests/restart.yaml,['2020-11-05 16:25:21: Run 22'],49104,True,continue
,23,1981-01-01T00:00:00,1982-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle1,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle1/output023,64.15,,,Ryan Holmes,2020-11-05T20:20:18,13249876,0,[],normal,7127.79,1.9538888888888888,7132.672047945205,1.9552271689497716,0.004166666666666874,87365.73357923109,12.248668239891892,1341.4400000004098,1824,1455,361,0.098,698.063049,4545.27,741.69,"[48, 40]",roundrobin,30,27,1350,80,1,d884ae77dc1c408a86511bf311833c41242d33d3,2020-11-05 18:23:14 +1100,manifests/restart.yaml,['2020-11-05 18:23:14: Run 23'],51336,True,continue
,24,1982-01-01T00:00:00,1983-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle1,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle1/output024,64.137,,,Ryan Holmes,2020-11-06T12:53:48,13265321,3,"[13252432, 13253096, 13253110]",normal,7204.8,1.975,7209.734794520548,1.9763527397260274,14.583333333333334,10442.79013588324,1.4484291632779391,1392.6399999996647,1824,1455,361,0.102,732.629304,4547.82,775.88,"[48, 40]",roundrobin,30,27,1350,80,1,36b6b2ed86864f5ca9c6c3f5e6f2460ecf8fee75,2020-11-05 20:20:40 +1100,manifests/restart.yaml,['2020-11-05 20:20:40: Run 24'],53568,True,continue
,25,1983-01-01T00:00:00,1984-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle1,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle1/output025,64.093,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle1/restart025,4.851,Ryan Holmes,2020-11-06T14:52:10,13267715,0,[],normal,7146.03,1.958888888888889,7150.92454109589,1.960230593607306,0.01388888888888884,86935.65080259083,12.1572602679524,1392.6399999996647,1824,1455,361,0.102,724.50742,4540.52,767.39,"[48, 40]",roundrobin,30,27,1350,80,1,a73f0963a690025fb2e389c214a8cc9d770ecc34,2020-11-06 12:54:53 +1100,manifests/restart.yaml,['2020-11-06 12:54:53: Run 25'],55800,True,continue
,26,1984-01-01T00:00:00,1985-01-01T00:00:00,"[1, 0, 0, 0]",366.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle1,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle1/output026,64.216,,,Ryan Holmes,2020-11-06T16:52:35,13277320,0,[],normal,7153.12,1.9608333333333334,7138.461967213115,1.9568152322404373,0.046111111111111214,85540.42463667819,11.983032903945487,1331.2000000001863,1824,1455,361,0.101,718.834633,4550.62,762.05,"[48, 40]",roundrobin,30,27,1350,80,1,b80f74bfcaee96b2571c015bf4a7f7c54b49e262,2020-11-06 14:55:06 +1100,manifests/restart.yaml,['2020-11-06 14:55:06: Run 26'],58032,True,continue
,27,1985-01-01T00:00:00,1986-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle1,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle1/output027,64.076,,,Ryan Holmes,2020-11-06T18:51:24,13284730,0,[],normal,7150.08,1.96,7154.977315068493,1.9613424657534246,0.02027777777777784,86655.47930986113,12.111216499228213,1331.2000000001863,1824,1455,361,0.103,733.900286,4542.54,776.28,"[48, 40]",roundrobin,30,27,1350,80,1,d78030aacc522e9ef2a65fd3f86828609d494361,2020-11-06 16:53:58 +1100,manifests/restart.yaml,['2020-11-06 16:53:58: Run 27'],60264,True,continue
,28,1986-01-01T00:00:00,1987-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle1,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle1/output028,64.115,,,Ryan Holmes,2020-11-06T20:50:13,13288154,0,[],normal,7185.55,1.9697222222222222,7190.471609589041,1.9710713470319634,0.010555555555555651,87085.35839528686,12.111216499228213,1372.160000000149,1824,1455,361,0.105,745.834301,4538.38,789.57,"[48, 40]",roundrobin,30,27,1350,80,1,13f58b3098eceaddf9705a7e1f5e114ddacd4916,2020-11-06 18:52:16 +1100,manifests/restart.yaml,['2020-11-06 18:52:16: Run 28'],62496,True,continue
,29,1987-01-01T00:00:00,1988-01-01T00:00:00,"[1, 0, 0, 0]",365.0,/home/561/rmh561/access-om2/025deg_jra55_iaf_amoctopo_cycle1,/scratch/e14/rmh561/access-om2/archive/025deg_jra55_iaf_amoctopo_cycle1/output029,64.109,,,Ryan Holmes,2020-11-06T22:48:20,13290807,0,[],normal,7147.04,1.9591666666666667,7151.935232876712,1.9605085616438356,0.009444444444444366,87131.96782841823,12.18299173458416,1341.4400000004098,1824,1455,361,0.105,744.572173,4523.86,788.01,"[48, 40]",roundrobin,30,27,1350,80,1,91ed2fda718bbea1138d11dbc76993a450b273fe,2020-11-06 20:50:58 +1100,manifests/restart.yaml,['2020-11-06 20:50:57: Run 29'],64728,True,continue
